"V1" "V2" "V3" "V4" "V5"
0.646763690945824 20.7982458472987 0.107472583025855 98.1167835135285 50
0.651998146352992 20.6402582724758 0.102026226380995 100.237976236596 50
0.781379086937997 21.9603414927621 0.173063574543703 80.3613403003787 50
0.780046070562023 20.4335796812742 0.173727445295999 78.2818464806576 50
0.868269213759138 22.5987405962519 0.168574627183361 85.4545228934669 50
0.711784744008059 18.4923247483683 0.213880651124174 76.4746285770502 50
0.839884353942643 20.570476798226 0.180200691459007 83.6419762901061 50
0.756715085905316 21.7300059579974 0.169719416414681 73.1349667513058 50
0.7760098534726 21.6374971630153 0.139957448729899 73.2312637506427 50
0.567904275658358 22.2994491737524 0.184569147441998 62.5808399446905 50
0.68071286561762 15.0063232275545 0.11432458586169 84.7200310144623 50
0.979005301239306 23.4976070099351 0.0905441544382145 82.3855666211441 50
0.853633670290618 18.3889986782569 0.106424342227865 79.6332132548854 50
0.850613152505337 23.2516259157175 0.104545345915274 78.1568672361345 50
0.723807332687242 19.5638891075555 0.113210249883717 86.7618041197321 50
0.790384927451448 19.8427712687757 0.171337970084768 85.0774335479364 50
0.737153638102733 23.5398169351831 0.11013875181681 113.231203225487 50
0.903496952074994 18.7956871528419 0.155763853447814 88.6456390522899 50
0.850413013897865 21.9655634485085 0.14408125570838 115.716348483762 50
0.747424345740833 18.0296344000959 0.111406536675996 118.736218684174 50
0.761039439373824 20.4772822596538 0.129057604213213 105.495837580502 50
0.814194643331633 21.5273238144696 0.112227812603942 120.015055710941 50
0.899491720337791 25.3368007528644 0.0935187707441602 121.549963762827 50
0.872715101608416 20.6663600893464 0.115584760509292 122.772474459861 50
0.82164103343656 19.3275201432567 0.169185809108861 124.776209579384 50
0.896363871215576 19.3845323795834 0.13105174556494 142.538556926632 50
0.770095643604283 19.9133801156832 0.2801803324168 95.3180016248473 50
0.830810126789462 23.4762373266104 0.322084463968466 84.8145812392816 50
0.7016557536336 22.014744445731 0.200336623754018 99.8383825742411 50
0.795240206393049 20.6253338135437 0.236523150296236 85.8645955400919 50
0.868153481399293 22.8729524727928 0.21338330457308 90.7721640922551 50
1.03999592342744 22.2866973132786 0.172239359944516 103.765817446078 50
0.869038849068076 20.7676362325205 0.214748656285983 106.083576529664 50
0.792715637308507 20.9886476568865 0.17454441268806 116.62472578113 50
0.975649034403373 21.18346744232 0.215371391802244 89.6331829240486 50
