"bearings" "steps" "times" "X" "Y"
-0.0209102888311654 0.411772590560021 0 0 0
-0.0764084703901906 0.996510073872391 0.01 0.411682572079465 -0.00860965635474621
0.0661686777493995 0.812400714739018 0.02 1.40528512130176 -0.0846773992429927
0.082677976754976 2.08988826439914 0.03 2.21590802027981 -0.0309611357757098
-0.016466695699023 0.612707533913396 0.04 4.29865748249685 0.1416298121559
0.100326298916106 0.18984701599035 0.05 4.91128194983002 0.131540999590604
0.14783733312989 1.51805444673769 0.06 5.10017432708179 0.150555712226247
0.128853776279684 -0.0727587506439956 0.07 6.60166976043499 0.374164224764537
0.11997622930934 0.696058740407566 0.08 6.52951419205437 0.364814906770942
-0.0410918963833016 0.603495068392169 0.09 7.22056930113121 0.448125208154188
-0.0241626217078751 -0.745265464548969 0.1 7.82355492724126 0.423333429711918
0.00447096020334351 0.726094780434193 0.11 7.07850700712846 0.441339245021687
0.053336395886741 1.13065764236246 0.12 7.80459453044433 0.444585575073428
0.150013601336139 0.20707186228664 0.13 8.93364432291746 0.504862190348504
-0.0113036353412672 0.0608340556026458 0.14 9.13839057049628 0.535809407561849
-0.0850939979892468 0.168446640798921 0.15 9.1992207396906 0.535121776224563
-0.0785741416675166 0.729064263177369 0.16 9.36705788830595 0.520805270327168
-0.104443822032935 0.673927586094967 0.17 10.0938727257768 0.463578599319551
-0.145665284550076 0.204136880371796 0.18 10.7641278785251 0.393318927287456
-0.145938921871748 0.784125844406998 0.19 10.9661028591704 0.363688316067488
-0.15342021644105 -0.0428176092289804 0.2 11.7418932910871 0.249659610850525
-0.189876611956933 0.929709394971661 0.21 11.6995786095784 0.256202957769526
-0.25247521367301 0.249023010361636 0.22 12.6125788308714 0.0807317207605067
-0.303963808864732 1.23024707743546 0.23 12.8537070838021 0.0185254081533271
-0.334381398770365 0.816620026929569 0.24 14.0275566845455 -0.349693258365628
-0.428168467133885 0.768022193587182 0.25 14.7989469912001 -0.617695615037767
-0.472025636964232 0.199084411396026 0.26 15.4976380835341 -0.936582503033373
-0.433306432542444 1.46890145024357 0.27 15.6749524306854 -1.02710446255267
-0.304685347197537 0.12640938272104 0.28 17.0081015759358 -1.64385791981558
-0.368507695227817 0.574066370754676 0.29 17.1286887186322 -1.68177985352461
-0.377100755514864 1.22118154598968 0.3 17.6642156876328 -1.88857217326724
-0.402121658696818 1.21761533456367 0.31 18.7995922802583 -2.33824356571277
-0.401142367085896 0.999299094946922 0.32 19.9200817378145 -2.81478367784384
-0.440099342141076 0.468675909360494 0.33 20.8400520081438 -3.2049802730006
-0.406644005907472 0.552032134146145 0.34 21.2640674831267 -3.40464996271325
-0.435403645857565 0.470922013332145 0.35 21.771083266043 -3.62299481152747
-0.408906603343162 0.597988094529791 0.36 22.198068193305 -3.8216186130515
-0.48779088288536 0.358066520625365 0.37 22.7467558247148 -4.05938245457766
-0.43298764529585 1.28488971042557 0.38 23.0630611804158 -4.22719948335498
-0.418380913684512 0.75747020530807 0.39 24.2293764278158 -4.76631942514875
-0.437563404341898 -0.189026568435103 0.4 24.9215132694889 -5.07406559381415
-0.477624781487161 1.31334035535765 0.41 24.750295495418 -4.99396866867618
-0.592533745247206 0.550291165553563 0.42 25.916658941523 -5.59767323268167
-0.618918813424914 0.648780118370711 0.43 26.3731410565371 -5.90499138307071
-0.578653202311792 0.835661638277729 0.44 26.9015764777688 -6.28138432612468
-0.497193446323444 1.18860293561883 0.45 27.6011923749686 -6.73840508065814
-0.657580488636976 1.23465108306437 0.46 28.6458847791555 -7.30532193452285
-0.702918885619736 -0.531727238795065 0.47 29.6230782214322 -8.05994520032073
-0.784625030519154 0.341286954744652 0.48 29.217392386819 -7.71621149514938
-0.713060889481967 1.14047418031503 0.49 29.4589052120187 -7.95735116576148
-0.636989754769688 0.965187267133718 0.5 30.3215178388983 -8.70339460411693
-0.545274353635955 0.341384950666516 0.51 31.0974220629146 -9.27746698264653
-0.584310112315796 0.318633855552082 0.52 31.3893010847619 -9.4545272016316
-0.625642117912713 -0.168114570296736 0.53 31.6550713032184 -9.63029331009846
-0.635079829181756 0.741722012182245 0.54 31.5187997758445 -9.53184241079716
-0.661579459102918 -0.780600695086568 0.55 32.1159040499309 -9.97186289807405
-0.709028046705624 -0.14270612435206 0.56 31.4999922620387 -9.49229005198588
-0.651109867052953 -0.497302826538937 0.57 31.3916790172449 -9.39937461231184
-0.671028762418289 0.920786957131881 0.58 30.996118564427 -9.09797449709942
-0.703720897063439 1.08398081314002 0.59 31.7172627072402 -9.67051248335915
-0.656973044061297 0.316294104041029 0.6 32.5437328546461 -10.3719121545186
-0.709485296539665 -0.276299235170427 0.61 32.7941885972729 -10.5650801674928
-0.6211905686552 0.447820630662386 0.62 32.5845611200167 -10.3850868672426
-0.50755262076865 0.457480505493099 0.63 32.9487226401173 -10.645720143178
-0.375994503361106 0.722943570890892 0.64 33.3485316194239 -10.8680738995485
-0.460227946789113 0.417006954918979 0.65 34.0209724508379 -11.1335371454784
-0.525807202708156 0.604051550854018 0.66 34.394590364908 -11.3187517635212
-0.623975758014813 0.146841001921796 0.67 34.9170460760982 -11.6219320826943
