"bearings" "steps" "times" "X" "Y"
0.322899577972082 0.116465734544067 0 0 0
0.339537656364034 0.113525305473982 0.01 0.110446706037072 0.0369566292896097
0.3424156027702 0.110440642278826 0.02 0.217490709959777 0.0747663662254426
0.464926595821148 0.117669082640842 0.03 0.321519869119088 0.111848295942843
0.443281691480005 0.111185701513827 0.04 0.426698905713454 0.164606075185515
0.463756536187433 0.116857379615984 0.05 0.527138397096192 0.212294321031832
0.465853776457003 0.124386404995453 0.06 0.631653121716137 0.264565914735596
0.579508591827055 0.1198733504179 0.07 0.742784710766723 0.320438516811967
0.601647510215045 0.128870365645243 0.08 0.843086561309357 0.386082701003226
0.641162220077627 0.126887209054337 0.09 0.94932783728496 0.459023515507962
0.60095400322291 0.13687669057988 0.1 1.05101539175352 0.534918212870835
0.65460755579804 0.137795491590579 0.11 1.16391081647525 0.612312343791738
0.718411767231622 0.139332373653354 0.12 1.27322217869676 0.696208849034602
0.706475768421959 0.134995417930713 0.13 1.37811883999876 0.787915995951144
0.776672848200467 0.131879137697981 0.14 1.48080369523831 0.875549228042173
0.811080838264757 0.120976358696387 0.15 1.57486642639816 0.967984662626066
0.949190189379366 0.114092708079616 0.16 1.65818468263483 1.05569639240673
1.02720131369697 0.104435927868911 0.17 1.7246256140812 1.14844739598879
1.05780645548428 0.104435754736444 0.18 1.77864156121383 1.23782938794022
1.13831911805014 0.104582529445102 0.19 1.82989700616095 1.32882227903971
1.20941003787846 0.101748708008668 0.2 1.87372976338324 1.42377592488561
1.01613767169103 0.0988264042442546 0.21 1.90970518815357 1.51895243666256
0.951270173795588 0.0995855224109031 0.22 1.96175242627312 1.60296281209307
0.846095086108791 0.0927231759480157 0.23 2.0195767042381 1.68404073234069
0.905322752332648 0.0934036392974399 0.24 2.08104399095629 1.75346234296297
1.01302005895086 0.0968999991499253 0.25 2.13871436129566 1.82693593154367
1.04423758456064 0.0965291896041211 0.26 2.19000361007947 1.90914920781003
1.14664164666935 0.107301754243379 0.27 2.23851543662045 1.99260271062019
1.07956196483208 0.0976516096775627 0.28 2.28267552887971 2.09039612918893
1.07178724890884 0.0977070939322376 0.29 2.32873922351455 2.176500559442
0.929152353322092 0.0994411726978154 0.3 2.37549750901503 2.26229297718238
0.833184865301154 0.100192535036971 0.31 2.43501436925704 2.34195658351833
0.940862713272139 0.0919121958602517 0.32 2.50239606625732 2.41610677560505
1.07481473285953 0.102492615892608 0.33 2.55654072415685 2.49037795284627
0.989237664703773 0.0998591939291851 0.34 2.60531646750403 2.58052041328218
1.13917508606581 0.109577265122174 0.35 2.66017182224239 2.66396349968671
1.17437066448845 0.107670320005155 0.36 2.70601280336677 2.76349129219318
1.13789700375955 0.0956384582085763 0.37 2.74758686341499 2.8628114580263
1.1682074929794 0.0971526521770512 0.38 2.78770762049847 2.94962758290851
1.12400852066466 0.092706457234555 0.39 2.82577217618016 3.03901285812647
1.05795539205276 0.0946585170753008 0.4 2.86582793714677 3.12261921689401
0.972144334551895 0.087748954562244 0.41 2.91227258190418 3.20510030459449
0.969928255336272 0.0856379360818393 0.42 2.9617216977867 3.27758936559823
0.836250598108268 0.0855180772105116 0.43 3.01013785093009 3.3482274021731
0.955119420604643 0.0904824923645521 0.44 3.06745635022143 3.41169338651725
0.926558047415901 0.0959438560735748 0.45 3.11971100921492 3.48556172911389
1.02698889386266 0.0966983643928793 0.46 3.17733388880345 3.56227435692831
1.10060787675687 0.0976625626471972 0.47 3.22736542193466 3.64502349208269
0.974943841159461 0.089886283645903 0.48 3.2716118652478 3.73208799918492
1.00135556808886 0.0871035757391281 0.49 3.32205735416681 3.80648421303613
0.984038508267643 0.0758208615235412 0.5 3.36902021723693 3.87984307343348
0.959691340549443 0.0790552496902584 0.51 3.41099950197173 3.94298214766907
0.855493103650847 0.0762625444164926 0.52 3.45635925472923 4.00772954401338
0.864711507229707 0.0728621519596154 0.53 3.50637576599687 4.06529971234292
0.947463333065922 0.0660143197117365 0.54 3.55365307708393 4.12074111424226
1.03069165595635 0.0687366719194042 0.55 3.59218857841769 4.17434060625439
1.09723873957474 0.0839721724532168 0.56 3.62753474618247 4.23329294709765
0.921270401415085 0.0770840808446845 0.57 3.66583069583679 4.30802410516834
0.913854627838044 0.0659656390557616 0.58 3.71245183664854 4.36941160185196
1.02549798693551 0.0652205715487229 0.59 3.75273691747877 4.42164739225028
1.08330431730748 0.0603746471884973 0.6 3.78656507911571 4.47740919309465
0.982810647975078 0.0679584217115336 0.61 3.81484525985358 4.53075082224645
1.07629624388287 0.0741382711058794 0.62 3.85254085270096 4.58729628503002
1.01061036410614 0.0738032666224536 0.63 3.88772625937706 4.65255324174427
0.99566908515576 0.0725139786800379 0.64 3.92694116357362 4.71507614517173
0.967684794779437 0.0673730376425088 0.65 3.9663845307289 4.77592429955182
0.934050520381599 0.0670557883986702 0.66 4.00459904279276 4.83141103011778
0.883386469451918 0.0709268994249818 0.67 4.0444692148807 4.88532622403791
0.969808677855455 0.0674945314261953 0.68 4.08947498608596 4.94014506769829
1.01045577719175 0.0595800701042357 0.69 4.12764026427166 4.99581304155625
1.0400377065654 0.0621290340265599 0.7 4.15930556412681 5.04628177978804
1.02353297560768 0.0599777133109602 0.71 4.19075451936035 5.09986330723727
1.07521531555345 0.0650077840350533 0.72 4.22196405529372 5.15108137983704
1.04267167021302 0.0692170355211996 0.73 4.25287804171628 5.20826824396346
1.08255514193105 0.0673597300823582 0.74 4.28775750220012 5.26805470767139
1.15765855947514 0.0679584578893137 0.75 4.31935415312144 5.3275440755225
1.19981066336782 0.071283456089047 0.76 4.34663845953038 5.38978488707309
1.26745407675629 0.0646616334007115 0.77 4.37248115147739 5.45621896255346
1.33006552197702 0.0626695547878848 0.78 4.3917963265065 5.51792836902964
1.26751399533486 0.0605479667586087 0.79 4.40673752680904 5.57879078461456
1.30847034386936 0.0523690493179992 0.8 4.42482043986709 5.63657542387048
1.11399678429245 0.0665513048468557 0.81 4.43840118293688 5.68715289656478
1.11475445360646 0.0658395664389877 0.82 4.46775550338684 5.74688061247407
1.09619462079654 0.0750188131658006 0.83 4.49675111342278 5.80599155145762
1.10667927162066 0.0671416267614894 0.84 4.5310335265642 5.87271889576268
1.08115076349367 0.0716703259221714 0.85 4.56108836335656 5.93275808987423
